Post ID	Product SKU	Product Title	Product Status	Product Status 2	Product URL	Product Description	Product Price	Product Regular Price	Product Sale Price	Product Stock Status	Product Image Gallery	Product Type	Product Materials	Product Period	Type	Gender	Collection
33104	664G	Victorian 9ct Gold Ornate Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-9ct-gold-ornate-chain	A useful Victorian chain which is a good medium length and can be worn on its own or with a pendant.	675	675	N/A 	instock	33250,33249	simple	metals/gold	victorian	antique-chains	N/A	N/A
33106	734G	Edwardian 15ct Gold Prince of Wales Twist Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-15ct-gold-prince-of-wales-twist-chain	A lovely and very good quality 15ct gold Prince of Wales twist Edwardian chain that can be worn on its own or with a pendant. It was made circa 1900-1910.	675	675	N/A 	instock	33107,33251	simple	metals/gold	edwardian	antique-chains	female	N/A
33108	772G	Edwardian 9ct Gold Decorated & Plain Link Curb Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-9ct-gold-decorated-plain-link-curb-bracelet	A good quality Edwardian curb bracelet with a padlock clasp. Every other link is decorated and the links in between are plain. It is in lovely condition with no dents.	975	975	N/A 	instock	33109,33274,33275,33277,33276	simple	metals/gold	edwardian	antique-bracelets-bangles	female	N/A
33110	725G	Victorian 9ct Gold Double Albert Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-9ct-gold-double-albert-chain	"A good 9ct gold quality Albert chain which can easily be worn around the neck. The meaning of the name ""double Albert"" was a chain draped between both watch pockets, with the T-bar and pendant chain in the middle."	975	975	N/A 	instock	33111,33244,33245,33247,33248,33246	simple	metals/gold	victorian	antique-chains	male	N/A
33112	737G	Art Deco Silver & Marcasite Scallop Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-marcasite-scallop-necklace	A pretty and delicate looking silver necklace which has been set with graded marcasites (iron pyrites). It was made circa 1920-1930 and looks lovely when worn.	295	295	N/A 	instock	33243,33241,33242,33113	simple	marcasite/silver/metals	art-deco	antique-necklaces	female	decodence
33114	783G	Theodor Farhner Art Deco Silver & Marcasite Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/theodore-fahrner-art-deco-silver-marcasite-necklace	A good looking necklace by the well known German firm Theodor Fahrner. They were based in Phortzeim in the Black Forrest and produced many beautifully designed and stylish pieces, especially in the 1920s. This silver gilt necklace has the typical Fahrner swirly background design with silver ticks across it which are set with graded marcasites (iron pyrites). It almost looks like material!	675	675	N/A 	instock	33115,33237,33239,33240,33238	simple	marcasite/silver/metals	art-deco	antique-necklaces	female	theodor-fahrner
33116	740G	Art Deco Silver & Marcasite Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-marcasite-bracelet-3	A detailed and delicate looking marcasite and silver bracelet that was made circa 1920. At the time a bracelet like this one would have been costume jewellery as it was replicating a diamond and platinum bracelet. All the marcasites have been graded and hand set which would have taken time, and the silver has been hand finished. Quite a fiddle when time was not such an issue!	250	250	N/A 	instock	33117,33279,33280,33278	simple	marcasite/silver/metals	art-deco	antique-bracelets-bangles	female	N/A
33118	788G	Art Deco Silver, Marcasite & Citrine Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-marcasite-citrine-bracelet	A great looking silver bracelet set with five large oval citrines with marcasite (iron pyrites) in between. It was made circa 1920-1930 in Germany.	475	475	N/A 	instock	33281,33282,33283,33284,33119	simple	marcasite/silver/metals/citrine	art-deco	antique-bracelets-bangles	female	N/A
33120	782G	Theodor Farhner Silver & Marcasite Bracelet	publish	available	https://www.antiquejewellerycompany.com/shop/theodore-fahrner-silver-marcasite-bracelet-2	A good looking bracelet by the well known German firm Theodor Fahrner. They were based in Phortzeim in the Black Forrest and produced many beautifully designed and stylish pieces, especially in the 1920s. This bracelet contrasts a swirly design with a sash cross band. The connectors between each link are set with marcasites (iron pyrites) It is a very finely detailed piece when viewed closely.	675	675	N/A 	instock	33121,33286,33287,33288,33285	simple	marcasite/silver/metals	art-deco	antique-bracelets-bangles	female	theodor-fahrner
33122	732G	Art Deco Silver & Marcasite Leaves Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-marcasite-leaves-bracelet	A finely worked Art Deco German marcasite and silver gilt bracelet with maker\	375	375	N/A 	instock	33310,33123,33307,33309,33311,33308	simple	marcasite/silver/metals	art-deco	antique-bracelets-bangles	female	N/A
5524	956C	N/A	publish	available	https://www.antiquejewellerycompany.com/shop/reverse-intaglio-rock-crystal-horses-head-cufflinks	A good pair of reverse intaglio rock crystal cufflinks. A reverse crystal intaglio is a rock crystal cabochon with an intaglio carved into the flat back. The intaglio was also painted realistically with oils so, that when viewed through the top, the image appears three-dimensional. Finally, the back was sealed in order to preserve the painted areas. The technique originated in Belgium c. 1860 and is attributed to an artist named Emile Marius Pradier. This technique was also practiced in England by Thomas Cook and his descendants who made crystals for Lambeth &amp; Co.\r\nProduction of a reverse crystal intaglio begins with the mining and cutting of fine rock crystal from Brazil or Madagascar. A well-formed cabochon is the key to a beautifully made reverse intaglio and the tedious process of hand polishing it to perfection had to be completed before the design work could begin. A watercolour of the image was painted on the underside of the cabochon and an oil and diamond dust mixture was used along with up to 250 scribing tools to carve the design into the interior of the crystal \x93\x85the deeper the carving the more pronounced trompe l\x92oeil effect.\x94 Once the carving was established the painting process began with extremely fine brushes and paint working in reverse to create incredibly detailed images.\r\nThe motifs most commonly found are sporting themes \x96 horses, dogs, foxes and birds. This relatively secret process passed through family members, so keeping it exclusive and expectations of quality were very high. They remained in fashion until poorly made glass and plastic imitations flooded the market c. 1920s. They were made circa 1900-1910. They are very collectable today, and are hard to find, especially in good condition.	2500	2500	N/A 	instock	23874,23875	simple	metals/rock-crystal/gold	edwardian	antique-cufflinks	male	N/A
43754	766H	Georgian Flat Cut &amp; Cabochon Garnet Eternity Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/georgian-flat-cut-cabochon-garnet-eternity-ring	An unusual Georgian eternity ring set with flat cut garnets around the shank and an oval cabochon garnet on the top with a decorated surround.	975	975	N/A 	instock	43755,43760,43761,43756,43757,43758,43759	simple	garnet/metals/gold	georgian	antique-eternity-swivel-rings	female	N/A
43769	104/J	Victorian 15ct Gold Claw Set Diamond Cluster Ring	publish	available	https://www.antiquejewellerycompany.com/shop/victorian-15ct-gold-claw-set-diamond-cluster-ring	A late Victorian 15ct gold ring. It has pierced work on the shoulders and a cluster of old mine cut diamonds. It is an unusual design and well made.	2250	2250	N/A 	instock	43770,44579,44098,44101,44102,44096,44097,44100,44099	simple	precious-stones/diamond/metals/gold	victorian	antique-engagement-rings	female	N/A
33268	775G	Regency 15ct Gold Miniature Seal with Amethyst Base	publish	sold	https://www.antiquejewellerycompany.com/shop/regency-15ct-gold-miniature-seal-with-amethyst-base	A very detailed and pretty small Regency seal that can be worn on its own or with other pieces on a chain or bracelet. It has a scallop edged amethyst in the base symbolising devotion.	175	175	N/A 	instock	33271,33269,33270,33272,33273	simple	metals/amethyst/gold	georgian	antique-charms	male	N/A
11007	834Y	15ct Gold & Pearl Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/15ct-gold-pearl-necklace	<p>A very pretty Edwardian necklace with Natural Pearls and unusual fluted 15ct Gold drops.</p>\r\n<p>In very good condition with a secure clasp and lovely shine.</p>	825	825	N/A 	instock	11008,11009	N/A	pearl/metals/gold	edwardian	antique-necklaces	female	N/A
33289	13H	Silver Danish Viking Design Bracelet by Jens K.M Rungstrom	publish	available	https://www.antiquejewellerycompany.com/shop/silver-danish-viking-design-bracelet-by-jens-k-m-rungstrom	A really well made and stylish silver bracelet by Jens K.M Rungstrom. He was working in Denmark, in Odense, in the 1960s.\r\n\r\nOdense dates back to pre-Viking times. Funen village is packed with Viking design so he could not fail to be influenced by the architecture there in his jewellery design.	525	525	N/A 	instock	33290,33291,33292,33294,33293	simple	silver/metals	modern	antique-bracelets-bangles	female	N/A
33295	787G	Silver & Haematite Bracelet	publish	available	https://www.antiquejewellerycompany.com/shop/silver-haematite-bracelet	A well designed silver bracelet set with large polished oval pieces of haematite. Haematite is the mineral form of iron oxide. Due to the red colour of the powdered mineral, Haematite derived its name from the Greek word haimatites meaning blood. Apparently it has quite protective energy and will heighten self confidence, will power and self-esteem.\r\n<p>The stone is also said to embody both the yin and the yang energies, the male and the female energy, which require being in balance for good health. Apart from all the above it looks great on the wrist!</p>	675	675	N/A 	instock	33296,33298,33297	simple	silver/metals	art-deco	antique-bracelets-bangles	female	N/A
33299	800G	Art Deco Ruby, Diamond & Platinum Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-ruby-diamond-platinum-bracelet	A very smart platinum bracelet made circa 1920-1930. It is set with a 25 point diamond in the centre with an oval diamond set surround and two ruby channels on either side. The bracelet has small diamonds in each link.	2950	2950	N/A 	instock	33300,33302,33303,33301	simple	platinum/diamond/ruby/metals	art-deco	antique-bracelets-bangles	female	bridal
33312	790G	Danish Silver Bracelet by Henning Oddershede	publish	available	https://www.antiquejewellerycompany.com/shop/danish-silver-bracelet-by-henning-oddershede	This good quality Danish silver bracelet is a very strong design and looks fantastic on the wrist. It is similar to some George Jensen patterns but with a different twist!	675	675	N/A 	instock	33316,33313,33314,33315,33318,33319,33317	simple	silver/metals	modern	antique-bracelets-bangles	female	N/A
11017	293A	Peridot & Split Pearl Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/peridot-split-pearl-necklace	An elegant Edwardian necklace with 16 Peridots and natural split pearls set in 15ct Gold.\r\n\r\nIn excellent condition with a beautiful geometric design.	2025	2025	N/A 	instock	11018,11019,11020	simple	pearl/peridot/metals/gold	edwardian	antique-necklaces	female	N/A
33341	811G	Regency 18ct Gold Clasped Hands Friendship Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/regency-18ct-gold-clasped-hands-friendship-ring	This ring was made circa 1820-1830. It has an oval hard stone called sardonyx that has been carved to form two clasped hands. It has a charming meaning and would have been given as a lasting gift of friendship and respect.	1275	1275	N/A 	instock	33342,33383,33384,33387,33385,33386,33895	simple	onyx/metals/gold	georgian	antique-dress-rings	female	i-love-you
33343	812G	18ct Gold & Lapis Intaglio Signet Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/18ct-gold-lapis-intaglio-signet-ring	"An interesting 18ct gold signet ring inset with lapis lazuli. The carved intaglio is of a ""savage\"	975	975	N/A 	instock	33344,33390,33391,33392,33389,33393,33394,33388	simple	lapis-lazuli/metals/gold	modern	antique-seals-signet-rings	male	dandy-man
33345	809G	18ct Gold Ring by Lapponia	publish	available	https://www.antiquejewellerycompany.com/shop/18ct-gold-ring-by-lapponia	Lapponia was founded in the 1960s by two men \x96 entrepreneur and visionary Pekka Anttila and gifted jewellery designer / artist Bj\xf6rn Weckstr\xf6m. Together these men pushed the boundaries of jewellery design in the 1960s gaining global attention. This ring is a good example of their work and is unusual in that it is a mix of 18ct yellow gold and 18ct white gold.	1275	1275	N/A 	instock	33346,33896,33432,33431,33430,33428,33427,33429	simple	metals/gold	modern	antique-rings	female	champagne
33347	807G	Australian Witchetee Coral & Diamond Bug Brooch	publish	available	https://www.antiquejewellerycompany.com/shop/australian-witchetee-coral-diamond-bug-brooch	The witchetee is an edible bug that lives in the bush in Australia and is considered a survival food as it is packed full of protein. This little chap is carved out of coral and has two 18ct gold and diamond set bands across its body. It was made circa 1900-1910.	975	975	N/A 	instock	33348,33395,33397,33396	simple	coral/diamond/metals/gold	edwardian	antique-brooches	male	N/A
33351	389G	Silver & Enamel Pendant by Marius Hammer	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-enamel-pendant-by-marius-hammer	N/A	250	250	N/A 	instock	33352,33401	simple	metals/silver/enamel	edwardian	antique-lockets-pendants	female	N/A
